Code_ID,Timestamp,Interval_s,Num_Transactions,Time_Min,Time_Max,Mean_Time,Num_Retries,Num_Wrong_Transactions
8,2024-06-01 07:43:13,60,352,2,28,15.495000000000001,0,91
8,2024-06-01 07:44:13,60,352,2,904,453.79019930287444,0,91
8,2024-06-01 07:45:13,60,432,2,28,15.39,0,92
8,2024-06-01 07:46:13,60,433,3,486,244.69,0,94
8,2024-06-01 07:47:13,60,422,3,426,214.945,1,98
8,2024-06-01 07:48:13,60,423,2,314,158.50832482448743,0,98
8,2024-06-01 07:49:13,60,440,3,817,410.22499999999997,1,107
8,2024-06-01 07:50:13,60,440,2,95,49.089999999999996,1,107
8,2024-06-01 07:51:13,60,366,3,27,15.219273432581913,0,94
8,2024-06-01 07:52:14,60,366,3,263,133.45,0,96
8,2024-06-01 07:53:14,60,439,4,28,16.055,1,90
8,2024-06-01 07:54:14,60,439,3,1308,656.02,0,92
8,2024-06-01 07:55:14,60,368,2,1102,552.8050000000001,0,95
8,2024-06-01 07:56:14,60,369,3,332,167.84286031197908,1,96
8,2024-06-01 07:57:14,60,510,2,1209,605.655,0,139
8,2024-06-01 07:58:14,60,510,1,432,217.02,0,139
8,2024-06-01 07:59:14,60,483,2,371,187.41000000000003,0,100
8,2024-06-01 08:00:14,60,420,4,28,16.009999999999998,0,91
8,2024-06-01 08:01:14,60,490,3,28,15.906422035480452,0,97
8,2024-06-01 08:02:14,60,561,3,1290,647.3334937494435,1,119
8,2024-06-01 08:03:14,60,438,3,472,237.7973109890526,0,98
8,2024-06-01 08:04:14,60,607,3,398,200.77125201219457,0,98
8,2024-06-01 08:05:14,60,437,3,170,86.53999999999999,1,96
8,2024-06-01 08:06:14,60,523,3,28,15.52,0,113
8,2024-06-01 08:07:14,60,546,2,220,111.96171499487356,0,109
8,2024-06-01 08:08:14,60,548,3,1572,787.75,1,95
8,2024-06-01 08:09:14,60,445,2,831,417.31,0,90
8,2024-06-01 08:10:14,60,545,2,28,15.485,0,95
8,2024-06-01 08:11:14,60,568,2,311,157.165,0,131
8,2024-06-01 08:12:14,60,569,2,29,16.001592125473408,0,130
8,2024-06-01 08:13:14,60,454,2,617,310.025,0,89
8,2024-06-01 08:14:14,60,455,3,1633,818.055,1,90
8,2024-06-01 08:15:14,60,489,3,362,182.51999999999998,0,102
8,2024-06-01 08:16:15,60,489,3,570,286.95000000000005,0,103
8,2024-06-01 08:17:15,60,572,2,47,25.18827601368315,0,123
8,2024-06-01 08:18:15,60,572,2,250,126.36440119593567,0,124
8,2024-06-01 08:19:15,60,436,3,28,15.99,0,111
8,2024-06-01 08:20:15,60,434,3,716,359.955,0,110
8,2024-06-01 08:21:15,60,601,3,28,15.535,0,96
8,2024-06-01 08:22:15,60,600,3,28,15.504999999999999,1,96
8,2024-06-01 08:23:15,60,529,3,542,272.775,0,88
8,2024-06-01 08:24:15,60,530,2,28,15.45,1,89
8,2024-06-01 08:25:15,60,546,3,498,250.67,0,148
8,2024-06-01 08:26:15,60,546,3,1355,679.4848448827587,0,148
8,2024-06-01 08:27:15,60,571,2,249,125.95,0,100
8,2024-06-01 08:28:15,60,572,3,28,15.681584309971957,0,98
8,2024-06-01 08:29:15,60,500,3,28,15.565,0,92
8,2024-06-01 08:30:15,60,500,3,28,15.785381393569615,1,91
8,2024-06-01 08:31:15,60,563,1,28,15.390360767192336,8,93
8,2024-06-01 08:32:15,60,564,2,544,273.3725017733485,8,95
8,2024-06-01 08:33:15,60,693,3,28,15.545,0,140
8,2024-06-01 08:34:15,60,693,3,202,103.04,0,140
8,2024-06-01 08:35:15,60,578,3,28,15.565,0,91
8,2024-06-01 08:36:15,60,578,3,27,15.22297961693816,0,91
8,2024-06-01 08:37:15,60,733,1,28,14.935,1,102
8,2024-06-01 08:38:15,60,735,1,1476,739.215,0,102
8,2024-06-01 08:39:15,60,647,2,25,14.28769087769216,0,93
8,2024-06-01 08:40:16,60,646,3,28,15.54,0,93
8,2024-06-01 08:41:16,60,740,2,206,104.745,1,149
8,2024-06-01 08:42:16,60,739,3,28,15.55,1,148
8,2024-06-01 08:43:16,60,660,3,408,205.94071361405736,0,91
8,2024-06-01 08:44:16,60,660,2,28,15.43,0,90
8,2024-06-01 08:45:16,60,682,2,339,170.99,0,103
8,2024-06-01 08:46:16,60,683,3,28,15.515,1,102
8,2024-06-01 08:47:16,60,599,3,30,17.135560525738697,0,97
8,2024-06-01 08:48:16,60,598,3,760,382.27000000000004,0,96
8,2024-06-01 08:49:16,60,739,2,28,15.395,0,107
8,2024-06-01 08:50:16,60,737,3,269,136.235,0,108
8,2024-06-01 08:51:16,60,753,2,1684,843.465,1,97
8,2024-06-01 08:52:16,60,755,3,28,15.5,0,97
8,2024-06-01 08:53:16,60,635,3,28,15.504999999999999,1,91
8,2024-06-01 08:54:16,60,634,2,240,121.615,1,91
8,2024-06-01 08:55:16,60,615,2,999,501.315,1,102
8,2024-06-01 08:56:16,60,616,3,785,394.40999999999997,1,101
8,2024-06-01 08:57:16,60,813,0,175,88.425,0,138
8,2024-06-01 08:58:16,60,812,1,28,14.525,0,137
8,2024-06-01 08:59:16,60,690,4,168,86.16,1,93
8,2024-06-01 09:00:16,60,689,3,1203,603.56,0,92
8,2024-06-01 09:01:16,60,723,2,28,15.477075817805847,1,97
8,2024-06-01 09:02:16,60,722,3,48,25.854999999999997,0,97
8,2024-06-01 09:03:16,60,720,2,28,15.405,1,93
8,2024-06-01 09:04:17,60,720,3,28,15.5,0,92
8,2024-06-01 09:05:17,60,710,3,126,64.83408830995192,1,152
8,2024-06-01 09:06:17,60,709,3,28,15.54,0,151
8,2024-06-01 09:07:17,60,780,3,553,278.305,0,108
8,2024-06-01 09:08:17,60,781,3,918,460.70500000000004,0,108
8,2024-06-01 09:09:17,60,768,3,491,247.06,0,125
8,2024-06-01 09:10:17,60,768,3,28,15.504999999999999,1,125
8,2024-06-01 09:11:17,60,690,2,28,15.49,1,109
8,2024-06-01 09:12:17,60,691,2,701,352.34440596112637,1,109
8,2024-06-01 09:13:17,60,835,3,609,306.395,1,121
8,2024-06-01 09:14:17,60,836,3,28,15.53,1,119
8,2024-06-01 09:15:17,60,702,3,85,44.599999999999994,0,95
8,2024-06-01 09:16:17,60,702,3,71,37.53,0,95
8,2024-06-01 09:17:17,60,734,4,25,14.912222909851135,1,97
8,2024-06-01 09:18:17,60,735,3,280,141.88368496351302,0,97
8,2024-06-01 09:19:17,60,728,3,28,15.6,0,99
8,2024-06-01 09:20:17,60,727,2,876,439.80634701240643,1,100
8,2024-06-01 09:21:17,60,942,2,28,15.48,0,134
8,2024-06-01 09:22:17,60,943,3,28,15.5,0,135
8,2024-06-01 09:23:17,60,705,2,28,15.475,1,94
8,2024-06-01 09:24:17,60,705,2,390,196.75,1,93
8,2024-06-01 09:25:17,60,703,3,1849,926.425,0,95
8,2024-06-01 09:26:17,60,735,3,28,15.525,1,126
8,2024-06-01 09:27:17,60,735,3,150,77.03,1,124
8,2024-06-01 09:28:18,60,735,3,806,404.88,0,124
8,2024-06-01 09:29:18,60,829,1,879,440.85002364528,0,104
8,2024-06-01 09:30:18,60,830,2,432,217.27499999999998,0,103
8,2024-06-01 09:31:18,60,830,1,537,269.9011472629355,0,104
8,2024-06-01 09:32:18,60,761,2,672,337.86,0,117
8,2024-06-01 09:33:18,60,762,3,726,364.71000000000004,1,117
8,2024-06-01 09:34:18,60,762,3,196,99.92999999999999,0,116
8,2024-06-01 09:35:18,60,887,3,1650,826.990473482666,1,110
8,2024-06-01 09:36:18,60,886,2,208,105.49411879292441,1,109
8,2024-06-01 09:37:18,60,886,3,144,73.885,1,110
8,2024-06-01 09:38:18,60,890,3,353,178.365,0,95
8,2024-06-01 09:39:18,60,889,3,28,15.54,0,96
8,2024-06-01 09:40:18,60,890,3,230,116.81,0,96
8,2024-06-01 09:41:18,60,753,3,1091,547.51,0,95
8,2024-06-01 09:42:18,60,754,4,27,15.67392000533013,0,97
8,2024-06-01 09:43:18,60,752,3,28,15.985,0,96
8,2024-06-01 09:44:18,60,969,4,28,16.095,1,149
8,2024-06-01 09:45:18,60,969,3,28,15.995000000000001,0,149
8,2024-06-01 09:46:18,60,969,3,2098,1051.4324476754778,0,147
8,2024-06-01 09:47:18,60,876,2,28,15.465,0,103
8,2024-06-01 09:48:18,60,874,3,322,162.79000000000002,1,102
8,2024-06-01 09:49:18,60,874,2,1035,519.3513502897637,1,102
8,2024-06-01 09:50:18,60,870,2,28,15.44,0,131
8,2024-06-01 09:51:18,60,870,2,28,15.475,0,133
8,2024-06-01 09:52:19,60,870,2,686,344.45493483254097,1,132
8,2024-06-01 09:53:19,60,902,3,28,15.525,1,100
8,2024-06-01 09:54:19,60,902,3,616,310.0,0,99
8,2024-06-01 09:55:19,60,901,3,28,15.525,0,98
8,2024-06-01 09:56:19,60,911,2,893,448.33,0,126
8,2024-06-01 09:57:19,60,911,2,969,486.19,1,126
8,2024-06-01 09:58:19,60,913,2,259,131.185,1,126
8,2024-06-01 09:59:19,60,804,2,28,15.434790141297652,1,116
8,2024-06-01 10:00:19,60,804,2,29,15.649267852735669,0,115
8,2024-06-01 10:01:19,60,949,2,1176,589.921627314291,0,99
8,2024-06-01 10:02:19,60,950,2,327,165.31,0,98
8,2024-06-01 10:03:19,60,999,3,989,496.40402732010693,0,102
8,2024-06-01 10:04:19,60,999,3,101,52.395,0,103
8,2024-06-01 10:05:19,60,960,2,28,15.425,1,159
8,2024-06-01 10:06:19,60,961,3,28,15.5,1,158
8,2024-06-01 10:07:19,60,881,3,365,184.085,0,101
8,2024-06-01 10:08:19,60,880,2,30,16.607408750481625,0,99
8,2024-06-01 10:09:19,60,1056,2,28,15.48,1,144
8,2024-06-01 10:10:19,60,1055,2,28,15.49,0,145
8,2024-06-01 10:11:19,60,866,3,28,15.535,0,103
8,2024-06-01 10:12:19,60,866,2,28,15.47,0,103
8,2024-06-01 10:13:19,60,1135,3,524,263.6101571869623,1,158
8,2024-06-01 10:14:19,60,1136,3,720,361.865,1,158
8,2024-06-01 10:15:19,60,995,3,1236,620.0350000000001,0,130
8,2024-06-01 10:16:20,60,994,3,503,253.17,1,131
8,2024-06-01 10:17:20,60,959,4,26,15.42809358179356,0,109
8,2024-06-01 10:18:20,60,960,3,28,15.975,0,110
8,2024-06-01 10:19:20,60,1045,3,331,167.1,1,117
8,2024-06-01 10:20:20,60,1046,2,922,462.64,0,116
8,2024-06-01 10:21:20,60,1130,3,28,15.94,1,164
8,2024-06-01 10:22:20,60,1130,4,26,15.08368197571732,0,164
8,2024-06-01 10:23:20,60,1553,3,839,421.64,0,134
8,2024-06-01 10:24:20,60,1699,2,455,229.05,1,178
8,2024-06-01 10:25:20,60,1700,2,28,15.485,1,116
8,2024-06-01 10:26:20,60,1507,3,28,15.605,1,148
8,2024-06-01 10:27:20,60,1601,2,1509,756.485,0,133
8,2024-06-01 10:28:20,60,1796,2,96,49.915,0,113
8,2024-06-01 10:29:20,60,1737,3,927,465.255,1,137
8,2024-06-01 10:30:20,60,1743,3,125,64.07840859597839,0,168
8,2024-06-01 10:31:20,60,1436,2,1732,867.855,0,108
8,2024-06-01 10:32:20,60,1618,3,1731,867.2713998029332,0,168
8,2024-06-01 10:33:20,60,1790,3,326,164.92733019815546,0,113
8,2024-06-01 10:34:20,60,1970,3,1787,895.2903600463042,1,157
8,2024-06-01 10:35:20,60,1657,2,593,298.2,0,110
8,2024-06-01 10:36:20,60,1553,2,374,188.715,0,116
8,2024-06-01 10:37:20,60,1669,2,897,449.72370005865344,0,142
8,2024-06-01 10:38:20,60,1948,2,1278,640.33,0,166
8,2024-06-01 10:39:20,60,1950,1,27,14.440157243954076,1,113
8,2024-06-01 10:40:20,60,1967,2,381,191.6622357693852,1,158
8,2024-06-01 10:41:21,60,1597,3,28,15.56,0,113
8,2024-06-01 10:42:21,60,2188,3,1325,664.1899999999999,1,180
8,2024-06-01 10:43:21,60,2044,2,27,15.415926655587546,0,117
8,2024-06-01 10:44:21,60,1844,3,28,15.5,0,125
8,2024-06-01 10:45:21,60,2049,3,1277,640.51,0,145
8,2024-06-01 10:46:21,60,1787,3,940,471.84999999999997,0,159
8,2024-06-01 10:47:21,60,2460,2,892,447.705,0,104
8,2024-06-01 10:48:21,60,2460,3,1292,647.745,1,104
8,2024-06-01 10:49:21,60,2796,3,1054,528.6705281829264,0,165
8,2024-06-01 10:50:21,60,2794,3,300,151.79278753447343,1,166
8,2024-06-01 10:51:21,60,2955,2,758,380.90500000000003,1,134
8,2024-06-01 10:52:21,60,2954,2,1153,577.9053215796876,0,132
8,2024-06-01 10:53:21,60,2846,0,409,205.00264322945597,1,203
8,2024-06-01 10:54:21,60,2848,1,1098,549.9350000000001,1,204
8,2024-06-01 10:55:21,60,2662,1,317,159.675,0,122
8,2024-06-01 10:56:21,60,2661,1,1302,652.195,1,121
8,2024-06-01 10:57:21,60,2420,2,28,15.45,0,209
8,2024-06-01 10:58:21,60,2418,2,730,366.51720628828684,1,209
8,2024-06-01 10:59:21,60,2530,2,28,15.475,0,162
8,2024-06-01 11:00:21,60,2530,2,772,387.785,0,161
8,2024-06-01 11:01:21,60,3410,3,38,21.13,0,176
8,2024-06-01 11:02:21,60,3409,3,545,274.53000000000003,1,175
8,2024-06-01 11:03:21,60,3017,2,28,15.46,0,128
8,2024-06-01 11:04:21,60,3017,2,192,97.705,1,127
8,2024-06-01 11:05:22,60,2418,2,290,146.89499999999998,1,139
8,2024-06-01 11:06:22,60,2418,3,28,15.768221604308241,0,138
8,2024-06-01 11:07:22,60,2330,3,315,159.35500000000002,0,172
8,2024-06-01 11:08:22,60,2328,2,27,15.252403008123027,1,171
8,2024-06-01 11:09:22,60,2882,3,687,345.005,0,210
8,2024-06-01 11:10:22,60,2884,2,28,15.425,1,212
8,2024-06-01 11:11:22,60,3190,1,1005,503.24,0,133
8,2024-06-01 11:12:22,60,3191,1,1423,712.1,0,133
8,2024-06-01 11:13:22,60,3191,1,27,14.426263631506192,0,133
8,2024-06-01 11:14:22,60,2787,3,28,15.545,1,178
8,2024-06-01 11:15:22,60,2787,2,456,229.59884048058768,0,178
8,2024-06-01 11:16:22,60,2788,3,28,15.515,1,176
8,2024-06-01 11:17:22,60,2544,2,889,446.11999999999995,1,127
8,2024-06-01 11:18:22,60,2544,2,784,393.6208177998391,1,127
8,2024-06-01 11:19:22,60,2544,2,349,176.32000000000002,0,128
8,2024-06-01 11:20:22,60,2419,0,4488,2244.485,15,165
8,2024-06-01 11:21:22,60,2419,0,3316,1658.75,14,163
8,2024-06-01 11:22:22,60,2418,0,4740,2370.929951422199,15,164
8,2024-06-01 11:23:22,60,2410,0,9296,4648.195,1242,105
8,2024-06-01 11:24:22,60,2411,0,9590,4795.43,1242,103
8,2024-06-01 11:25:22,60,2411,0,9606,4803.349902397439,1243,104
8,2024-06-01 11:26:22,60,3380,0,8218,4109.35,53,222
8,2024-06-01 11:27:23,60,3378,0,8520,4260.07,52,223
8,2024-06-01 11:28:23,60,3379,0,8708,4354.21,52,222
8,2024-06-01 11:29:23,60,2914,3,28,15.53,0,138
8,2024-06-01 11:30:23,60,2914,3,1862,932.78,0,139
8,2024-06-01 11:31:23,60,2915,3,776,389.735,0,139
8,2024-06-01 11:32:23,60,2988,3,1909,956.255,1,176
8,2024-06-01 11:33:23,60,2987,3,2719,1361.3300000000002,0,178
8,2024-06-01 11:34:23,60,2988,3,1723,863.43,1,177
8,2024-06-01 11:35:23,60,2578,0,7702,3851.433031168443,340,178
8,2024-06-01 11:36:23,60,2578,0,7184,3592.395,340,178
8,2024-06-01 11:37:23,60,2576,0,7888,3944.1749999999997,340,178
8,2024-06-01 11:38:23,60,2551,2,212,107.735,0,211
8,2024-06-01 11:39:23,60,2551,3,28,15.595,1,211
8,2024-06-01 11:40:23,60,2552,2,192,97.49856175130311,0,210
8,2024-06-01 11:41:23,60,3066,0,1784,892.4920060018102,1,135
8,2024-06-01 11:42:23,60,3066,1,177,89.17858740201955,0,136
8,2024-06-01 11:43:23,60,3067,0,28,14.495,1,134
8,2024-06-01 11:44:23,60,3171,3,876,439.97,0,192
8,2024-06-01 11:45:23,60,3170,2,188,95.51044037515264,0,193
8,2024-06-01 11:46:23,60,3172,3,776,389.695,0,191
8,2024-06-01 11:47:23,60,2751,2,28,15.78557832637485,1,111
8,2024-06-01 11:48:23,60,2450,3,28,15.985,1,125
8,2024-06-01 11:49:23,60,2690,3,1161,582.4545204626544,0,202
8,2024-06-01 11:50:24,60,2934,2,28,15.48,0,158
8,2024-06-01 11:51:24,60,3136,3,28,15.565,0,133
8,2024-06-01 11:52:24,60,2967,3,1896,949.975,1,208
8,2024-06-01 11:53:24,60,2326,2,3429,1715.9950000000001,37,115
8,2024-06-01 11:54:24,60,3160,1,6294,3147.6450000000004,135,150
8,2024-06-01 11:55:24,60,3133,3,28,15.555,0,221
8,2024-06-01 11:56:24,60,2800,3,28,15.535,0,130
8,2024-06-01 11:57:24,60,2797,2,27,15.096450878937194,0,148
8,2024-06-01 11:58:24,60,2657,2,32,17.62,0,249
8,2024-06-01 11:59:24,60,2762,2,28,15.46,0,105
8,2024-06-01 12:00:24,60,2510,2,267,135.095,1,106
8,2024-06-01 12:01:24,60,2222,2,630,316.8837666024769,0,149
8,2024-06-01 12:02:24,60,2629,3,167,85.325,1,211
8,2024-06-01 12:03:24,60,3024,2,416,209.4370298051374,1,111
8,2024-06-01 12:04:24,60,2824,2,28,15.45,0,203
8,2024-06-01 12:05:24,60,2425,2,87,45.406366336380614,1,119
8,2024-06-01 12:06:24,60,2655,3,239,121.245,0,207
8,2024-06-01 12:07:24,60,2587,2,28,15.445,1,203
8,2024-06-01 12:08:24,60,2524,3,30,16.642435848770997,0,122
8,2024-06-01 12:09:24,60,2649,1,377,189.28967424545985,0,161
8,2024-06-01 12:10:24,60,2595,2,399,201.3820486639726,0,189
8,2024-06-01 12:11:24,60,2261,1,1165,583.695,0,133
8,2024-06-01 12:12:24,60,2398,1,5206,2603.945,4,178
8,2024-06-01 12:13:25,60,2690,3,976,489.63,0,173
8,2024-06-01 12:14:25,60,2547,2,28,15.698482742785517,0,181
8,2024-06-01 12:15:25,60,2433,3,76,39.985,0,110
8,2024-06-01 12:16:25,60,2114,2,28,15.47,0,132
8,2024-06-01 12:17:26,60,2528,2,28,15.455,0,170
8,2024-06-01 12:18:26,60,2670,2,212,107.75,1,183
8,2024-06-01 12:19:26,60,2506,3,1121,562.3349999999999,0,119
8,2024-06-01 12:20:27,60,2300,3,28,15.504999999999999,0,207
8,2024-06-01 12:21:27,60,2128,2,28,15.49,1,120
8,2024-06-01 12:22:27,60,2534,1,408,205.165,1,209
8,2024-06-01 12:23:27,60,2417,2,93,47.775400487928415,0,172
8,2024-06-01 12:24:27,60,2482,2,197,100.225,1,139
8,2024-06-01 12:25:27,60,2300,3,201,102.42695948245725,1,142
8,2024-06-01 12:26:27,60,2321,3,28,15.535,0,176
8,2024-06-01 12:27:27,60,2065,2,1475,739.0,0,134
8,2024-06-01 12:28:27,60,2228,2,399,200.86,0,249
8,2024-06-01 12:29:27,60,2342,2,199,101.375,0,135
8,2024-06-01 12:30:27,60,2472,2,28,15.495000000000001,0,187
8,2024-06-01 12:31:28,60,2164,2,28,15.47,0,128
8,2024-06-01 12:32:28,60,2051,0,3346,1673.585,2,133
8,2024-06-01 12:33:28,60,2382,0,5100,2550.0606662541068,68,244
8,2024-06-01 12:34:28,60,2554,2,339,171.14000000000001,0,170
8,2024-06-01 12:35:28,60,2494,1,1115,558.355,0,144
8,2024-06-01 12:36:28,60,2186,3,250,126.755,0,198
8,2024-06-01 12:37:28,60,2036,3,1359,681.495,0,136
8,2024-06-01 12:38:28,60,2364,2,28,15.624341001034939,1,234
8,2024-06-01 12:39:28,60,2437,2,28,15.46,1,128
8,2024-06-01 12:40:28,60,2234,2,28,15.673558775163796,1,134
8,2024-06-01 12:41:28,60,2182,2,1057,530.085,0,136
8,2024-06-01 12:42:28,60,2291,3,28,15.555,0,189
8,2024-06-01 12:43:28,60,2228,3,975,489.245,0,173
8,2024-06-01 12:44:28,60,2316,2,28,15.485,0,199
8,2024-06-01 12:45:28,60,2356,3,28,15.515,1,157
8,2024-06-01 12:46:29,60,2306,2,1843,923.0550000000001,0,140
8,2024-06-01 12:47:29,60,1946,3,1402,702.985,0,119
8,2024-06-01 12:48:29,60,1947,3,1526,765.085,0,121
8,2024-06-01 12:49:29,60,2307,3,4758,2381.430410071382,9,167
8,2024-06-01 12:50:29,60,2307,3,5063,2533.895,8,166
8,2024-06-01 12:51:29,60,2350,2,27,15.014822535947069,1,181
8,2024-06-01 12:52:29,60,2348,2,1413,708.04,0,183
8,2024-06-01 12:53:29,60,2283,0,881,441.275,0,176
8,2024-06-01 12:54:29,60,2283,1,28,14.5,1,176
8,2024-06-01 12:55:29,60,2232,3,28,15.6,0,115
8,2024-06-01 12:56:30,60,2232,3,28,15.51,1,114
8,2024-06-01 12:57:30,60,1948,3,28,15.535,0,168
8,2024-06-01 12:58:30,60,1949,3,28,15.575,0,170
8,2024-06-01 12:59:30,60,2252,3,732,367.609698681779,0,171
8,2024-06-01 13:00:30,60,2252,3,310,156.76262381024827,0,170
8,2024-06-01 13:01:30,60,2463,2,28,15.48,0,197
8,2024-06-01 13:02:30,60,2464,3,927,465.5,0,196
8,2024-06-01 13:03:30,60,2309,2,312,157.35056343666457,0,164
8,2024-06-01 13:04:30,60,2307,1,28,14.99,1,162
8,2024-06-01 13:05:30,60,2128,2,27,15.205324127660655,0,120
8,2024-06-01 13:06:31,60,2126,2,28,15.455,0,120
8,2024-06-01 13:07:31,60,1998,3,412,207.625,1,134
8,2024-06-01 13:08:31,60,1999,3,28,15.504999999999999,0,132
8,2024-06-01 13:09:31,60,2513,3,381,192.03,0,213
8,2024-06-01 13:10:31,60,2515,3,2231,1117.2589596654532,0,212
8,2024-06-01 13:11:31,60,2359,3,28,15.515,0,119
8,2024-06-01 13:12:31,60,2360,3,1628,815.5699999999999,0,119
8,2024-06-01 13:13:31,60,2358,3,708,355.90000000000003,0,120
8,2024-06-01 13:14:31,60,2360,2,372,187.405,0,119
8,2024-06-01 13:15:31,60,2351,2,353,178.15,0,202
8,2024-06-01 13:16:31,60,2351,3,242,122.81751748942946,0,203
8,2024-06-01 13:17:32,60,2351,3,28,15.515,0,204
8,2024-06-01 13:18:32,60,2352,3,503,253.25,1,203
8,2024-06-01 13:19:32,60,2094,2,43,23.075,0,123
8,2024-06-01 13:20:32,60,2093,1,584,293.08803983459774,1,121
8,2024-06-01 13:21:32,60,2095,2,860,431.20500000000004,0,123
8,2024-06-01 13:22:32,60,2094,1,305,153.605,1,123
8,2024-06-01 13:23:32,60,2135,3,3651,1827.345,1,180
8,2024-06-01 13:24:32,60,2136,2,3921,1962.01,0,180
8,2024-06-01 13:25:32,60,2135,2,4368,2185.74,2,181
8,2024-06-01 13:26:32,60,2136,3,2165,1084.325,2,182
8,2024-06-01 13:27:32,60,2415,1,9050,4526.174991116713,39,119
8,2024-06-01 13:28:32,60,2414,1,7778,3889.98,39,120
8,2024-06-01 13:29:32,60,2415,1,9147,4574.655,37,119
8,2024-06-01 13:30:32,60,2416,2,8605,4303.515,37,119
8,2024-06-01 13:31:32,60,2336,1,240,121.14973578276893,1,135
8,2024-06-01 13:32:33,60,2334,2,974,488.21,0,134
8,2024-06-01 13:33:33,60,2336,1,456,229.155,0,133
8,2024-06-01 13:34:33,60,2336,2,1035,518.635,1,134
8,2024-06-01 13:35:33,60,2328,1,27,14.697174007867357,0,208
8,2024-06-01 13:36:33,60,2330,2,639,320.999149742041,0,207
8,2024-06-01 13:37:33,60,2329,2,28,15.05,1,206
8,2024-06-01 13:38:33,60,2329,2,373,187.84201097435994,0,208
8,2024-06-01 13:39:33,60,2431,2,2524,1263.87,0,186
8,2024-06-01 13:40:33,60,2430,3,525,264.5209573098489,0,186
8,2024-06-01 13:41:33,60,2430,3,988,495.71999999999997,1,187
8,2024-06-01 13:42:33,60,2431,3,372,187.875,1,187
8,2024-06-01 13:43:33,60,1979,2,860,431.6734284494998,0,142
8,2024-06-01 13:44:33,60,1980,2,585,293.855,0,143
8,2024-06-01 13:45:33,60,1980,2,28,15.025,0,142
8,2024-06-01 13:46:34,60,1979,1,28,14.94,0,144
8,2024-06-01 13:47:34,60,2373,2,2279,1141.0049999999999,1,228
8,2024-06-01 13:48:34,60,2373,2,28,15.06,0,226
8,2024-06-01 13:49:34,60,2373,2,1484,743.408402216498,0,228
8,2024-06-01 13:50:34,60,2374,2,28,15.03,0,227
8,2024-06-01 13:51:34,60,2366,2,28,15.455,0,135
8,2024-06-01 13:52:34,60,2367,3,668,335.695,0,135
8,2024-06-01 13:53:34,60,2366,2,28,15.45,0,135
8,2024-06-01 13:54:34,60,2365,2,28,15.455,0,134
8,2024-06-01 13:55:34,60,2469,2,903,453.28000000000003,0,233
